mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_eta,param_gamma,param_max_depth,param_min_child_weight,param_n_estimators,param_tree_method,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08799018859863281,0.004691827897756464,0.011114692687988282,0.0099259480583264,0.25,0,4,0.05,26,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0.05, 'n_estimators': 26, 'tree_method': 'approx'}",-20949.286386986303,-18498.299229452055,-19374.603863441782,-20191.380003210616,-19198.757411172945,-19642.46537885274,846.9747506966602,1
0.10187315940856934,0.01200186502881316,0.006255578994750976,0.0055824109328808545,0.25,0,4,0,26,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 26, 'tree_method': 'approx'}",-20949.286386986303,-18498.299229452055,-19374.603863441782,-20191.380003210616,-19198.757411172945,-19642.46537885274,846.9747506966602,1
