mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_eta,param_gamma,param_max_depth,param_min_child_weight,param_n_estimators,param_sketch_eps,param_tree_method,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.07260317802429199,0.00943599724423664,0.004846334457397461,0.0016967736546365682,0.25,0,3,0,20,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 20, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-21461.155474101026,-18570.792500535103,-20499.45087756849,-19725.385942851026,-20572.880859375,-20165.933130886133,968.8133891436191,18
0.07383942604064941,0.011579770915107769,0.00494990348815918,0.0020178863212115964,0.25,0,3,0,22,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 22, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-21368.220596104453,-18379.433085402397,-20433.440991545376,-19774.629254066782,-20486.88760166952,-20088.522305757702,993.4592426610512,14
0.07194204330444336,0.011579543962173224,0.006550788879394531,0.003377925464471014,0.25,0,3,0,24,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 24, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-21382.18271083048,-18343.630859375,-20418.322399400684,-19817.973967251713,-20518.516374143837,-20096.125262200345,1008.4417467223149,16
0.06676607131958008,0.003917084110618562,0.003822469711303711,0.0012983225490327429,0.25,0,3,0,26,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 26, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-21382.528119648974,-18254.459091395547,-20428.917206228594,-19856.961084653252,-20533.792018942637,-20091.331504173802,1039.8032378818518,15
0.08729720115661621,0.017039909184132885,0.00858306884765625,0.007580254888794893,0.25,0,3,0,28,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 28, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-21359.501605308218,-18161.691272474316,-20462.22476990582,-19806.865261130137,-20517.473779965752,-20061.55133775685,1070.2721742490828,13
0.12259812355041504,0.009765822112899279,0.004353570938110352,0.005504797447215372,0.25,0,3,0,30,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 30, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-21301.881180436645,-18127.19247645548,-20450.891936001713,-19876.531397153252,-20423.750561857876,-20036.049510380995,1057.7256132609907,12
0.11088333129882813,0.01262102806096228,0.013363885879516601,0.012582703678242326,0.25,0,4,0,20,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 20, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-20652.313891267124,-18749.484789704624,-19587.68093161387,-19392.142524614726,-19531.984375,-19582.72130244007,612.7365659913384,6
0.11897673606872558,0.010628350709709732,0.005558204650878906,0.002498708103943523,0.25,0,4,0,22,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 22, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-20618.206389126713,-18740.019945954624,-19498.393875749145,-19505.900176583906,-19329.17658390411,-19538.3393942637,608.2472682509274,1
0.12837114334106445,0.020646179232989847,0.008512496948242188,0.00566440097425925,0.25,0,4,0,24,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 24, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-20558.01688249144,-18688.92764073202,-19544.151327054795,-19593.084305436645,-19430.26435413099,-19562.888901969178,595.4729403684227,4
0.10056705474853515,0.015179888358625616,0.006250238418579102,0.004185483278451241,0.25,0,4,0,26,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 26, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-20614.635327482876,-18575.085817101884,-19442.362344820205,-19673.118311215752,-19523.35299389983,-19565.71095890411,649.6346542011693,5
