mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.007591915130615234,0.0017479848416763906,0.0030029773712158202,2.3237972894180302e-05,{},-21725.41616143444,-21198.95323604853,-22173.697348201425,-20913.42974835664,-21959.412152900353,-21594.181729388278,470.33666930992774,1
