mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_eta,param_gamma,param_max_depth,param_min_child_weight,param_n_estimators,param_sketch_eps,param_tree_method,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.10502161979675292,0.006411726172389853,0.0019172191619873046,0.0016980945801950249,0.25,0,3,0,20,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 20, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-20130.002461472603,-18484.842305222603,-18032.83324860873,-17782.99248180651,-19309.612772902397,-18748.05665400257,864.5570726032064,18
0.10723876953125,0.0056868015029018495,0.005036020278930664,0.003719261635252891,0.25,0,3,0,22,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 22, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19962.058540239726,-18296.866598886987,-17684.098325128423,-17858.555610552226,-19017.06472067637,-18563.728759096746,837.027353583622,17
0.11249995231628418,0.004438777250002103,0.0032135963439941405,0.003935845025773489,0.25,0,3,0,24,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 24, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19737.635768942637,-18098.58272688356,-17687.35397046233,-17819.806587114726,-18623.671206121577,-18393.410051904964,744.9056657090727,16
0.12537355422973634,0.004097518926602868,0.004225587844848633,0.004426361707246,0.25,0,3,0,26,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 26, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19614.88207673373,-17868.32983732877,-17666.282694777397,-17793.629106913526,-18413.342278467466,-18271.293198844178,718.6082631427507,15
0.13329296112060546,0.006452084065857998,0.002428483963012695,0.0038996033353742294,0.25,0,3,0,28,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 28, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19659.01740421661,-17757.797650898974,-17616.78986515411,-17714.82866010274,-18557.693359375,-18261.22538794949,775.7579251925505,14
0.16281213760375976,0.016154404478682854,0.0044219970703125,0.004100989263604586,0.25,0,3,0,30,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 30, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19484.395547945205,-17673.15369488442,-17657.651688249145,-17545.370531892124,-18465.93321917808,-18165.300936429798,736.8338668341432,13
0.1387321949005127,0.012229437206521615,0.008546113967895508,0.010747430212321085,0.25,0,4,0,20,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 20, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19186.01733732877,-17584.198884310787,-17433.507397795376,-17491.87306025257,-17584.899186643837,-17856.099173266266,667.443779366946,11
0.1876908779144287,0.028487098655638858,0.0033178806304931642,0.003750697450202654,0.25,0,4,0,22,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 22, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19174.393233625855,-17573.646899079624,-17431.61885969606,-17353.788192958047,-17489.750561857876,-17804.63954944349,688.6434803264154,9
0.15387024879455566,0.0020575338807057265,0.006769227981567383,0.0015900481735513245,0.25,0,4,0,24,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 24, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-18938.005926262842,-17479.07376391267,-17528.92774775257,-17367.705827268837,-17477.34091395548,-17758.210835830476,592.2477132976529,4
0.16344380378723145,0.011993986288841513,0.0040150642395019535,0.004917429418866764,0.25,0,4,0,26,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 26, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-18784.59028520976,-17497.245505136987,-17542.24645494435,-17406.79553724315,-17534.110926797945,-17752.99774186644,518.0300939732812,3
