MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,OneHotEncoder0,OneHotEncoder4,OneHotEncoder5,OneHotEncoder8,OneHotEncoder14,OneHotEncoder15,OneHotEncoder16,OneHotEncoder17,OneHotEncoder18,OneHotEncoder19,OneHotEncoder20,OneHotEncoder21,OneHotEncoder22,OneHotEncoder23,OneHotEncoder26,OneHotEncoder27,OneHotEncoder28,OneHotEncoder29,OneHotEncoder32,OneHotEncoder33,OneHotEncoder34,OneHotEncoder35,OneHotEncoder36,OneHotEncoder37,OneHotEncoder38,OneHotEncoder40,OneHotEncoder41,OneHotEncoder43,OneHotEncoder44,OneHotEncoder45,OneHotEncoder47,OneHotEncoder48,OneHotEncoder49,OneHotEncoder51,OneHotEncoder52,OneHotEncoder54,OneHotEncoder55,OneHotEncoder56,OneHotEncoder58,OneHotEncoder59,OneHotEncoder60,OneHotEncoder61,OneHotEncoder62,OneHotEncoder63,OneHotEncoder64,OneHotEncoder65,OneHotEncoder67,OneHotEncoder68,OneHotEncoder69,OneHotEncoder70,OneHotEncoder71,OneHotEncoder72,OneHotEncoder73,OneHotEncoder76,OneHotEncoder77,OneHotEncoder79,OneHotEncoder80,OneHotEncoder81,OneHotEncoder82,OneHotEncoder83,OneHotEncoder84,OneHotEncoder85,OneHotEncoder86,OneHotEncoder87,OneHotEncoder88,OneHotEncoder89,OneHotEncoder90,OneHotEncoder91,OneHotEncoder92,OneHotEncoder93,OneHotEncoder94,OneHotEncoder95,OneHotEncoder96,OneHotEncoder97,OneHotEncoder98,OneHotEncoder99,OneHotEncoder100,OneHotEncoder101,OneHotEncoder102,OneHotEncoder107,OneHotEncoder110,OneHotEncoder111,OneHotEncoder112,OneHotEncoder113,OneHotEncoder114,OneHotEncoder115,OneHotEncoder116,OneHotEncoder117,OneHotEncoder118,OneHotEncoder119,OneHotEncoder120,OneHotEncoder121,OneHotEncoder122,OneHotEncoder123,OneHotEncoder124,OneHotEncoder125,OneHotEncoder128,OneHotEncoder132,OneHotEncoder134,OneHotEncoder135,OneHotEncoder136,OneHotEncoder137,OneHotEncoder139,OneHotEncoder140,OneHotEncoder141,OneHotEncoder144,OneHotEncoder145,OneHotEncoder148,OneHotEncoder151,OneHotEncoder153,OneHotEncoder154,OneHotEncoder155,OneHotEncoder156,OneHotEncoder158,OneHotEncoder159,OneHotEncoder160,OneHotEncoder161,OneHotEncoder162,OneHotEncoder163,OneHotEncoder164,OneHotEncoder167,OneHotEncoder170,OneHotEncoder172,OneHotEncoder173,OneHotEncoder175,OneHotEncoder176,OneHotEncoder177,OneHotEncoder180,OneHotEncoder181,OneHotEncoder182,OneHotEncoder184,OneHotEncoder185,OneHotEncoder186,OneHotEncoder187,OneHotEncoder188,OneHotEncoder189,OneHotEncoder191,OneHotEncoder192,OneHotEncoder193,OneHotEncoder194,OneHotEncoder195,OneHotEncoder198,OneHotEncoder199,OneHotEncoder200,OneHotEncoder201,OneHotEncoder202,OneHotEncoder203,OneHotEncoder204,HeatingQC,BsmtCond,GarageCond,GarageQual,ExterQual,BsmtQual,ExterCond
163.0,251.0,262.0,99.0,79.0,136.0,124.0,97.0,144.0,21.0,172.0,136.0,118.0,76.0,3.0,167.0,16.0,12.0,16.0,11.0,36.0,12.0,61.0,23.0,112.0,21.0,150.0,88.0,124.0,46.0,20.0,32.0,9.0,11.0,107.0,72.0,4.0,2.0,3.0,1.0,9.0,6.0,4.0,8.0,4.0,9.0,6.0,11.0,10.0,14.0,4.0,2.0,3.0,4.0,6.0,4.0,9.0,14.0,11.0,8.0,5.0,3.0,11.0,5.0,2.0,5.0,12.0,7.0,8.0,9.0,1.0,9.0,19.0,10.0,16.0,2.0,1.0,15.0,15.0,20.0,7.0,13.0,18.0,1.0,12.0,5.0,10.0,6.0,3.0,3.0,2.0,6.0,4.0,14.0,10.0,13.0,10.0,1.0,2.0,8.0,13.0,2.0,9.0,14.0,18.0,3.0,2.0,8.0,16.0,8.0,18.0,10.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,2.0,16.0,4.0,2.0,18.0,9.0,1.0,1.0,11.0,2.0,5.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,10.0,2.0,5.0,1.0,6.0,5.0,1.0,2.0,6.0,4.0,11.0,7.0,3.0,4.0,15.0,3.0,3.0,5.0,8.0,7.0,8.0,10.0,1.0,3.0,4.0,4.0,4.0,9.0,1.0,4.0,4.0,1.0,6.0,12.0,5.0,7.0,11.0,3.0,2.0,2.0,1.0,8.0,5.0,5.0,6.0,3.0,23.0,16.0,3.0,8.0,15.0,28.0,13.0
