mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.046085691452026366,0.0024694529354461867,0.0006092071533203125,0.0008085488313435221,{},-1.1343560784570482e+16,-8.810893625566166e+16,-3710277011445833.0,-5.565982189470914e+16,-4.675983605078508e+16,-4.111648639943445e+16,3.078083152402422e+16,1
