mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.047429132461547854,0.004554695989914301,0.000609731674194336,0.0008084756172833202,{},-4393283999108413.5,-79128239641629.61,-324276072727342.0,-9629881430708690.0,-3.4169090895866264e+16,-9719132127610468.0,1.2707211362027494e+16,1
