1stFlrSF,FullBath,GarageCars,GrLivArea,OverallCond,OverallQual,TotalBsmtSF,TotRmsAbvGrd,OneHotEncoder0,OneHotEncoder1,OneHotEncoder2,OneHotEncoder4,BsmtQual,HeatingQC,ExterQual
122.0,24.0,22.0,135.0,58.0,88.0,103.0,72.0,2.0,2.0,9.0,7.0,43.0,20.0,29.0
