Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,GarageCond,BsmtQual,BsmtCond,ExterCond,ExterQual,HeatingQC,GarageQual
25.0,8.0,17.0,34.0,15.0,19.0,21.0,13.0,7.0,24.0,2.0,12.0,22.0,10.0,6.0,33.0,6.0,1.0,4.0,3.0,3.0,1.0,8.0,11.0,9.0,7.0,16.0,11.0,9.0,2.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0
