mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3881848812103271,0.005028644690355958,0.006750774383544922,0.0037617261405276923,5,130,"{'max_depth': 5, 'n_estimators': 130}",-22101.506073416094,-20427.90607609161,-21815.08675353168,-20116.94797463613,-20489.698014768837,-20990.228978488867,805.5662771804067,61
0.4160927295684814,0.005030251338530387,0.00514068603515625,0.0037181018293749504,5,140,"{'max_depth': 5, 'n_estimators': 140}",-22067.030661386987,-20504.451539758134,-21843.47347228168,-20152.454436001713,-20459.27707619863,-21005.33743712543,788.1805033662131,64
0.4471024990081787,0.009794635710426285,0.005140781402587891,0.0035696805900441945,5,150,"{'max_depth': 5, 'n_estimators': 150}",-22074.22043557363,-20566.293055704195,-21840.07947613442,-20171.61487318065,-20481.396350599316,-21026.72083823844,774.5174538360094,66
0.47780447006225585,0.009784172330944243,0.002008390426635742,0.004016780853271484,5,160,"{'max_depth': 5, 'n_estimators': 160}",-22164.89772848887,-20638.719987425087,-21876.727191245718,-20191.54267444349,-20486.148838827055,-21071.607284086047,793.4946478216643,70
0.5026615619659424,0.008605765268606484,0.0025168895721435548,0.0032726580729331716,5,170,"{'max_depth': 5, 'n_estimators': 170}",-22172.57811162243,-20615.607354987158,-21857.487050513697,-20251.78559770976,-20499.667219606163,-21079.425066887845,779.3070193287307,73
0.5319777488708496,0.008108279649145211,0.0063365459442138675,0.004941083607184959,5,180,"{'max_depth': 5, 'n_estimators': 180}",-22153.363241117295,-20648.654316941353,-21875.048279644692,-20276.10573630137,-20489.431827910958,-21088.52068038313,770.0549663189421,75
0.5636250019073487,0.010160087365311501,0.0028206825256347655,0.003736041535150285,5,190,"{'max_depth': 5, 'n_estimators': 190}",-22212.670055650684,-20674.914738067208,-21843.37845141267,-20250.368739297945,-20504.760862585616,-21097.218569402827,780.7032576811778,78
0.5894770622253418,0.009986081910832466,0.008036947250366211,0.003040119033135754,5,200,"{'max_depth': 5, 'n_estimators': 200}",-22235.525952482876,-20706.35724796661,-21855.80444670377,-20269.500147153252,-20543.173400042808,-21122.072238869867,776.2685251898944,80
0.6123950481414795,0.004018926615108705,0.005231237411499024,0.003934663909488564,5,210,"{'max_depth': 5, 'n_estimators': 210}",-22281.44362692637,-20707.18973405394,-21883.212475920376,-20271.71446917808,-20577.264902611303,-21144.165041738015,789.061072303937,82
0.6528742790222168,0.01591750558583225,0.005828142166137695,0.003008526454477807,5,220,"{'max_depth': 5, 'n_estimators': 220}",-22304.78213291952,-20734.594893782105,-21909.03268139983,-20302.86906035959,-20598.795242936645,-21170.014802279537,787.6126382643877,83
0.6789988994598388,0.007449455450016304,0.002112007141113281,0.0026303008702371366,5,230,"{'max_depth': 5, 'n_estimators': 230}",-22286.421901755137,-20768.03043396832,-21909.262146832192,-20350.15083208476,-20627.975331763697,-21188.36812928082,764.0343414683393,86
0.7014202117919922,0.005523298623458068,0.0038479328155517577,0.0036612856660019847,5,240,"{'max_depth': 5, 'n_estimators': 240}",-22326.988856485445,-20766.84029858733,-21932.685734160958,-20390.166363441782,-20642.119729238013,-21211.760196382704,769.536093880598,88
0.7468619823455811,0.010188688445972252,0.0065364837646484375,0.0038306787136061188,5,250,"{'max_depth': 5, 'n_estimators': 250}",-22339.982930222603,-20780.81678082192,-21926.49796660959,-20419.033203125,-20683.54074807363,-21229.97432577055,758.316812898386,91
0.7948793411254883,0.007815853653231387,0.0049362659454345705,0.0034417094433525394,5,260,"{'max_depth': 5, 'n_estimators': 260}",-22325.630284139555,-20786.651835402397,-21945.946623501713,-20447.05115582192,-20719.670483732876,-21244.99007651969,745.9040793670711,93
0.8305317401885987,0.019792483878320846,0.007248592376708984,0.0028038150655698003,5,270,"{'max_depth': 5, 'n_estimators': 270}",-22335.187526755137,-20783.88136103382,-21954.1396484375,-20422.31383775685,-20732.468321917808,-21245.598139180223,754.1243581018031,94
0.8705121517181397,0.025637082447132722,0.006337213516235352,0.005578780056824609,5,280,"{'max_depth': 5, 'n_estimators': 280}",-22364.96022848887,-20828.722990689213,-21946.880725599316,-20447.052854773116,-20753.061456549658,-21268.135651220033,747.8343265946413,97
0.8789063453674316,0.007308508881402622,0.006736135482788086,0.0033571719550991603,5,290,"{'max_depth': 5, 'n_estimators': 290}",-22359.615863120718,-20833.980836633134,-21958.60298052226,-20461.954743685787,-20774.35185680651,-21277.70125615368,741.6005900945503,99
0.9230660915374755,0.01283979477820227,0.004914760589599609,0.004382572108016955,5,300,"{'max_depth': 5, 'n_estimators': 300}",-22375.514528039384,-20843.82009177012,-21965.098445526542,-20482.58371682363,-20804.674925085616,-21294.33834144906,737.6372535184622,101
0.0437833309173584,0.0037035461019675306,0.006041431427001953,0.0033685705837398112,6,10,"{'max_depth': 6, 'n_estimators': 10}",-21675.367776113013,-19840.94409514127,-22941.12244488442,-19860.994568707192,-20721.975545804795,-21008.080886130134,1178.2863010046078,65
0.09006643295288086,0.012919034186021148,0.0028161048889160157,0.003005589710618225,6,20,"{'max_depth': 6, 'n_estimators': 20}",-20860.901942422945,-19269.81303510274,-22349.92524614726,-19880.45915828339,-19817.219325235445,-20435.663741438355,1085.8322274218153,15
0.12070097923278808,0.006502740689357456,0.007356834411621094,0.0027215713432310325,6,30,"{'max_depth': 6, 'n_estimators': 30}",-20792.23073630137,-19326.32297463613,-22864.395735231163,-20054.805811215752,-20064.281129601884,-20620.40727739726,1213.9887143942244,31
