mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0037364959716796875,0.0016596799430261063,0.0004047393798828125,0.000809478759765625,{},-21724.144468586826,-21198.953236048113,-22267.777011021582,-20834.848465843508,-21802.086401074674,-21565.56191651494,498.50624231931766,1
