1stFlrSF,FullBath,GarageCars,GrLivArea,OverallCond,OverallQual,TotalBsmtSF,TotRmsAbvGrd,OneHotEncoder0,OneHotEncoder1,OneHotEncoder2,OneHotEncoder4,ExterQual,BsmtQual,HeatingQC
98.0,19.0,15.0,103.0,46.0,78.0,82.0,63.0,2.0,2.0,9.0,5.0,20.0,34.0,13.0
