mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_eta,param_gamma,param_max_depth,param_min_child_weight,param_n_estimators,param_sketch_eps,param_tree_method,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11594715118408203,0.005317099290560081,0.0033340930938720705,0.0020243809136808264,0.25,0,3,0,20,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 20, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-20130.002461472603,-18484.842305222603,-18032.83324860873,-17821.01696275685,-19309.612772902397,-18755.661550192635,856.1611086003978,18
0.12571301460266113,0.01812813936458336,0.004437112808227539,0.0013249303663929804,0.25,0,3,0,22,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 22, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19962.058540239726,-18296.866598886987,-17684.098325128423,-17893.862625749145,-19017.06472067637,-18570.79016213613,831.1770092284147,17
0.12805566787719727,0.004884332620937757,0.009682321548461914,0.007424900204851211,0.25,0,3,0,24,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 24, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19737.635768942637,-18098.58272688356,-17687.35397046233,-17852.63350813356,-18623.671206121577,-18399.975436108733,739.9493317995019,16
0.14004840850830078,0.004720658123038254,0.005909109115600586,0.0022106924241644317,0.25,0,3,0,26,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 26, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19614.88207673373,-17868.32983732877,-17666.282694777397,-17822.863348137842,-18413.342278467466,-18277.14004708904,714.8069106266089,15
0.15776534080505372,0.01913338711256875,0.0049803733825683595,0.0030766864800720922,0.25,0,3,0,28,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 28, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19659.01740421661,-17757.797650898974,-17616.78986515411,-17744.572988013697,-18557.693359375,-18267.17425353168,771.6482573873224,14
0.170988130569458,0.011846080378749698,0.005165529251098633,0.0029835931114966362,0.25,0,3,0,30,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 0, 'n_estimators': 30, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19484.395547945205,-17673.15369488442,-17657.651688249145,-17571.82758989726,-18465.93321917808,-18170.592348030823,732.4448986728498,13
0.151724910736084,0.009064763310019758,0.005560111999511719,0.002380932339998535,0.25,0,4,0,20,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 20, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19186.01733732877,-17584.198884310787,-17433.507397795376,-17491.87306025257,-17584.899186643837,-17856.099173266266,667.443779366946,11
0.17808303833007813,0.006750878166081504,0.004248762130737304,0.0025048791146927885,0.25,0,4,0,22,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 22, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-19174.393233625855,-17573.646899079624,-17431.61885969606,-17353.788192958047,-17489.750561857876,-17804.63954944349,688.6434803264154,9
0.17847886085510253,0.010131773497851557,0.005744218826293945,0.002465474415321362,0.25,0,4,0,24,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 24, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-18938.005926262842,-17479.07376391267,-17528.92774775257,-17367.705827268837,-17477.34091395548,-17758.210835830476,592.2477132976529,4
0.18488550186157227,0.009065801954447403,0.005259561538696289,0.002491474847017766,0.25,0,4,0,26,0.03,approx,"{'eta': 0.25, 'gamma': 0, 'max_depth': 4, 'min_child_weight': 0, 'n_estimators': 26, 'sketch_eps': 0.03, 'tree_method': 'approx'}",-18784.59028520976,-17497.245505136987,-17542.24645494435,-17406.79553724315,-17534.110926797945,-17752.99774186644,518.0300939732812,3
