mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004188060760498047,0.0007462893192384616,0.0007981300354003906,0.0007465185742972084,{},-21724.144468586826,-21198.953236048113,-22267.777011021582,-20834.848465843508,-21802.086401074674,-21565.56191651494,498.50624231931766,1
