1stFlrSF,FullBath,GarageCars,GrLivArea,OverallCond,OverallQual,TotalBsmtSF,TotRmsAbvGrd,OneHotEncoder0,OneHotEncoder2,OneHotEncoder3,OneHotEncoder4,HeatingQC,ExterQual,BsmtQual
41.0,12.0,21.0,59.0,37.0,25.0,48.0,25.0,6.0,2.0,4.0,7.0,6.0,5.0,19.0
