0
4.0
6.0
7.0
10.0
10.0
11.0
12.0
12.0
13.0
16.0
19.0
21.0
22.0
23.0
26.0
27.0
28.0
29.0
31.0
33.0
34.0
38.0
46.0
47.0
55.0
57.0
58.0
58.0
65.0
