MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,BsmtCond,HeatingQC,GarageCond,GarageQual,ExterQual,ExterCond,BsmtQual
12.0,21.0,37.0,15.0,21.0,26.0,14.0,11.0,30.0,3.0,7.0,25.0,16.0,12.0,37.0,6.0,1.0,5.0,5.0,5.0,4.0,11.0,6.0,5.0,8.0,7.0,18.0,3.0,3.0,5.0,5.0,9.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0
